seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,algorithm,mutation,alpha
718,5,3,10,6,250,250,0.947295,0,0,Mu1-const,1RAI,0.6
3523,50,5,2,8,148,5000,1.0,26,1,Mu1-const,1RAI,0.6
18747,25,10,2,27,95,1250,1.0,10,0,Mu1-const,1RAI,0.6
4379,50,5,2,9,149,5000,1.0,12,0,Mu1-const,1RAI,0.6
20133,25,10,2,28,156,1250,1.0,4,0,Mu1-const,1RAI,0.6
2727,10,1,10,13,1000,1000,0.959428,2,0,Mu1-const,1RAI,0.6
5335,50,5,2,10,110,5000,1.0,26,0,Mu1-const,1RAI,0.6
21569,25,10,2,29,89,1250,1.0,4,0,Mu1-const,1RAI,0.6
787,5,3,10,7,250,250,0.93545,0,0,Mu1-const,1RAI,0.6
6391,50,5,2,11,128,5000,1.0,25,0,Mu1-const,1RAI,0.6
7547,50,5,2,12,116,5000,1.0,17,0,Mu1-const,1RAI,0.6
8803,50,5,2,13,202,5000,1.0,26,0,Mu1-const,1RAI,0.6
866,5,3,10,8,250,250,0.962732,0,0,Mu1-const,1RAI,0.6
10159,50,5,2,14,96,5000,1.0,16,0,Mu1-const,1RAI,0.6
11615,50,5,2,15,164,5000,1.0,17,0,Mu1-const,1RAI,0.6
13171,50,5,2,16,293,5000,1.0,26,0,Mu1-const,1RAI,0.6
955,5,3,10,9,250,250,0.962732,0,0,Mu1-const,1RAI,0.6
14827,50,5,2,17,143,5000,1.0,23,0,Mu1-const,1RAI,0.6
16583,50,5,2,18,71,5000,1.0,25,0,Mu1-const,1RAI,0.6
2999,10,1,10,14,1000,1000,0.95031,2,0,Mu1-const,1RAI,0.6
18439,50,5,2,19,129,5000,1.0,22,0,Mu1-const,1RAI,0.6
1054,5,3,10,10,250,250,0.947295,0,0,Mu1-const,1RAI,0.6
20395,50,5,2,20,133,5000,1.0,23,2,Mu1-const,1RAI,0.6
22451,50,5,2,21,113,5000,1.0,24,0,Mu1-const,1RAI,0.6
24607,50,5,2,22,175,5000,1.0,21,0,Mu1-const,1RAI,0.6
1163,5,3,10,11,250,250,0.962732,0,0,Mu1-const,1RAI,0.6
26863,50,5,2,23,245,5000,1.0,23,0,Mu1-const,1RAI,0.6
29219,50,5,2,24,306,5000,1.0,29,0,Mu1-const,1RAI,0.6
31675,50,5,2,25,158,5000,1.0,25,0,Mu1-const,1RAI,0.6
1282,5,3,10,12,250,250,0.962732,0,0,Mu1-const,1RAI,0.6
34231,50,5,2,26,116,5000,1.0,26,2,Mu1-const,1RAI,0.6
3291,10,1,10,15,1000,1000,0.956177,1,0,Mu1-const,1RAI,0.6
36887,50,5,2,27,111,5000,1.0,28,0,Mu1-const,1RAI,0.6
39643,50,5,2,28,173,5000,1.0,26,3,Mu1-const,1RAI,0.6
1411,5,3,10,13,250,250,0.962732,0,0,Mu1-const,1RAI,0.6
2526,25,1,10,0,906,6250,1.0,16,8,Mu1-const,1RAI,0.6
42499,50,5,2,29,306,5000,1.0,27,1,Mu1-const,1RAI,0.6
350,50,10,2,0,227,5000,1.0,19,0,Mu1-const,1RAI,0.6
1550,5,3,10,14,250,250,0.947295,0,0,Mu1-const,1RAI,0.6
411,50,10,2,1,302,5000,1.0,23,0,Mu1-const,1RAI,0.6
572,50,10,2,2,146,5000,1.0,12,0,Mu1-const,1RAI,0.6
1699,5,3,10,15,250,250,0.93545,0,0,Mu1-const,1RAI,0.6
3603,10,1,10,16,1000,1000,0.956177,2,0,Mu1-const,1RAI,0.6
833,50,10,2,3,136,5000,1.0,16,0,Mu1-const,1RAI,0.6
1194,50,10,2,4,135,5000,1.0,15,0,Mu1-const,1RAI,0.6
1858,5,3,10,16,175,250,1.0,0,0,Mu1-const,1RAI,0.6
1655,50,10,2,5,184,5000,1.0,11,0,Mu1-const,1RAI,0.6
2216,50,10,2,6,240,5000,1.0,13,0,Mu1-const,1RAI,0.6
2027,5,3,10,17,250,250,0.962732,0,0,Mu1-const,1RAI,0.6
2877,50,10,2,7,139,5000,1.0,15,0,Mu1-const,1RAI,0.6
3638,50,10,2,8,125,5000,1.0,27,0,Mu1-const,1RAI,0.6
4499,50,10,2,9,160,5000,1.0,11,0,Mu1-const,1RAI,0.6
2206,5,3,10,18,250,250,0.947295,0,0,Mu1-const,1RAI,0.6
3935,10,1,10,17,1000,1000,0.956177,3,0,Mu1-const,1RAI,0.6
5460,50,10,2,10,284,5000,1.0,28,0,Mu1-const,1RAI,0.6
6521,50,10,2,11,229,5000,1.0,24,0,Mu1-const,1RAI,0.6
2395,5,3,10,19,250,250,0.962732,0,0,Mu1-const,1RAI,0.6
7682,50,10,2,12,406,5000,1.0,18,0,Mu1-const,1RAI,0.6
2594,5,3,10,20,250,250,0.962732,0,0,Mu1-const,1RAI,0.6
10099,50,3,10,10,2429,25000,1.0,27,7,Mu1-const,1RAI,0.6
8943,50,10,2,13,219,5000,1.0,16,0,Mu1-const,1RAI,0.6
10304,50,10,2,14,159,5000,1.0,13,0,Mu1-const,1RAI,0.6
2803,5,3,10,21,157,250,1.0,0,0,Mu1-const,1RAI,0.6
11765,50,10,2,15,144,5000,1.0,18,0,Mu1-const,1RAI,0.6
4287,10,1,10,18,1000,1000,0.95031,3,2,Mu1-const,1RAI,0.6
13326,50,10,2,16,137,5000,1.0,21,0,Mu1-const,1RAI,0.6
2553,25,1,10,1,1109,6250,1.0,16,7,Mu1-const,1RAI,0.6
3022,5,3,10,22,250,250,0.962732,0,0,Mu1-const,1RAI,0.6
14987,50,10,2,17,263,5000,1.0,16,0,Mu1-const,1RAI,0.6
16748,50,10,2,18,209,5000,1.0,14,0,Mu1-const,1RAI,0.6
3251,5,3,10,23,250,250,0.962732,0,0,Mu1-const,1RAI,0.6
18609,50,10,2,19,300,5000,1.0,20,0,Mu1-const,1RAI,0.6
20570,50,10,2,20,177,5000,1.0,19,0,Mu1-const,1RAI,0.6
3490,5,3,10,24,179,250,1.0,0,0,Mu1-const,1RAI,0.6
4659,10,1,10,19,1000,1000,0.953151,3,0,Mu1-const,1RAI,0.6
22631,50,10,2,21,364,5000,1.0,17,0,Mu1-const,1RAI,0.6
3739,5,3,10,25,250,250,0.962732,0,0,Mu1-const,1RAI,0.6
24792,50,10,2,22,424,5000,1.0,17,0,Mu1-const,1RAI,0.6
3998,5,3,10,26,179,250,1.0,0,0,Mu1-const,1RAI,0.6
27053,50,10,2,23,191,5000,1.0,23,0,Mu1-const,1RAI,0.6
29414,50,10,2,24,90,5000,1.0,10,0,Mu1-const,1RAI,0.6
4267,5,3,10,27,250,250,0.947295,0,0,Mu1-const,1RAI,0.6
31875,50,10,2,25,340,5000,1.0,26,0,Mu1-const,1RAI,0.6
34436,50,10,2,26,190,5000,1.0,14,0,Mu1-const,1RAI,0.6
5051,10,1,10,20,1000,1000,0.953151,3,0,Mu1-const,1RAI,0.6
4546,5,3,10,28,250,250,0.962732,0,0,Mu1-const,1RAI,0.6
37097,50,10,2,27,174,5000,1.0,14,0,Mu1-const,1RAI,0.6
39858,50,10,2,28,299,5000,1.0,8,0,Mu1-const,1RAI,0.6
2630,25,1,10,2,867,6250,1.0,14,8,Mu1-const,1RAI,0.6
4835,5,3,10,29,250,250,0.93545,0,0,Mu1-const,1RAI,0.6
42719,50,10,2,29,132,5000,1.0,12,0,Mu1-const,1RAI,0.6
5463,10,1,10,21,1000,1000,0.962963,3,1,Mu1-const,1RAI,0.6
5895,10,1,10,22,1000,1000,0.953151,3,0,Mu1-const,1RAI,0.6
2757,25,1,10,3,865,6250,1.0,16,8,Mu1-const,1RAI,0.6
6347,10,1,10,23,1000,1000,0.956177,2,0,Mu1-const,1RAI,0.6
6819,10,1,10,24,1000,1000,0.956177,3,0,Mu1-const,1RAI,0.6
2934,25,1,10,4,708,6250,1.0,15,10,Mu1-const,1RAI,0.6
7311,10,1,10,25,1000,1000,0.959428,2,0,Mu1-const,1RAI,0.6
7823,10,1,10,26,1000,1000,0.962963,3,0,Mu1-const,1RAI,0.6
3161,25,1,10,5,780,6250,1.0,14,4,Mu1-const,1RAI,0.6
8355,10,1,10,27,1000,1000,0.956177,3,0,Mu1-const,1RAI,0.6
8907,10,1,10,28,1000,1000,0.962963,2,0,Mu1-const,1RAI,0.6
3438,25,1,10,6,749,6250,1.0,16,8,Mu1-const,1RAI,0.6
9479,10,1,10,29,1000,1000,0.956177,3,1,Mu1-const,1RAI,0.6
1019,10,3,10,0,976,1000,1.0,1,0,Mu1-const,1RAI,0.6
11153,50,3,10,11,1456,25000,1.0,29,3,Mu1-const,1RAI,0.6
3765,25,1,10,7,873,6250,1.0,17,9,Mu1-const,1RAI,0.6
1033,10,3,10,1,813,1000,1.0,1,0,Mu1-const,1RAI,0.6
1067,10,3,10,2,776,1000,1.0,1,0,Mu1-const,1RAI,0.6
1121,10,3,10,3,963,1000,1.0,1,0,Mu1-const,1RAI,0.6
4142,25,1,10,8,998,6250,1.0,16,8,Mu1-const,1RAI,0.6
5051,50,1,10,0,2132,25000,1.0,39,26,Mu1-const,1RAI,0.6
1195,10,3,10,4,1000,1000,0.983437,1,0,Mu1-const,1RAI,0.6
4569,25,1,10,9,566,6250,1.0,13,6,Mu1-const,1RAI,0.6
1289,10,3,10,5,585,1000,1.0,1,0,Mu1-const,1RAI,0.6
1403,10,3,10,6,531,1000,1.0,0,0,Mu1-const,1RAI,0.6
1537,10,3,10,7,910,1000,1.0,1,0,Mu1-const,1RAI,0.6
5046,25,1,10,10,1020,6250,1.0,17,8,Mu1-const,1RAI,0.6
1691,10,3,10,8,854,1000,1.0,0,0,Mu1-const,1RAI,0.6
12307,50,3,10,12,1032,25000,1.0,26,6,Mu1-const,1RAI,0.6
1865,10,3,10,9,676,1000,1.0,0,0,Mu1-const,1RAI,0.6
5573,25,1,10,11,966,6250,1.0,15,7,Mu1-const,1RAI,0.6
2059,10,3,10,10,1000,1000,0.983437,0,0,Mu1-const,1RAI,0.6
5103,50,1,10,1,1141,25000,1.0,38,29,Mu1-const,1RAI,0.6
2273,10,3,10,11,1000,1000,0.976576,0,0,Mu1-const,1RAI,0.6
6150,25,1,10,12,822,6250,1.0,14,3,Mu1-const,1RAI,0.6
2507,10,3,10,12,1000,1000,0.983437,0,0,Mu1-const,1RAI,0.6
6777,25,1,10,13,690,6250,1.0,14,8,Mu1-const,1RAI,0.6
2761,10,3,10,13,1000,1000,0.983437,1,0,Mu1-const,1RAI,0.6
3035,10,3,10,14,773,1000,1.0,1,0,Mu1-const,1RAI,0.6
7454,25,1,10,14,715,6250,1.0,15,6,Mu1-const,1RAI,0.6
3329,10,3,10,15,1000,1000,0.976576,1,0,Mu1-const,1RAI,0.6
5255,50,1,10,2,1043,25000,1.0,40,28,Mu1-const,1RAI,0.6
3643,10,3,10,16,1000,1000,0.983437,1,0,Mu1-const,1RAI,0.6
3977,10,3,10,17,963,1000,1.0,0,0,Mu1-const,1RAI,0.6
8181,25,1,10,15,1493,6250,1.0,15,8,Mu1-const,1RAI,0.6
4331,10,3,10,18,1000,1000,0.971311,0,0,Mu1-const,1RAI,0.6
4705,10,3,10,19,885,1000,1.0,1,0,Mu1-const,1RAI,0.6
5099,10,3,10,20,1000,1000,0.983437,1,0,Mu1-const,1RAI,0.6
8958,25,1,10,16,1416,6250,1.0,15,6,Mu1-const,1RAI,0.6
5507,50,1,10,3,1039,25000,1.0,36,26,Mu1-const,1RAI,0.6
13561,50,3,10,13,1682,25000,1.0,28,6,Mu1-const,1RAI,0.6
5513,10,3,10,21,1000,1000,0.983437,1,0,Mu1-const,1RAI,0.6
5947,10,3,10,22,1000,1000,0.983437,1,0,Mu1-const,1RAI,0.6
9785,25,1,10,17,1059,6250,1.0,16,9,Mu1-const,1RAI,0.6
6401,10,3,10,23,1000,1000,0.983437,0,0,Mu1-const,1RAI,0.6
6875,10,3,10,24,1000,1000,0.983437,0,0,Mu1-const,1RAI,0.6
10662,25,1,10,18,792,6250,1.0,13,8,Mu1-const,1RAI,0.6
7369,10,3,10,25,1000,1000,0.976576,0,0,Mu1-const,1RAI,0.6
7883,10,3,10,26,871,1000,1.0,0,0,Mu1-const,1RAI,0.6
11589,25,1,10,19,639,6250,1.0,16,10,Mu1-const,1RAI,0.6
8417,10,3,10,27,635,1000,1.0,1,0,Mu1-const,1RAI,0.6
8971,10,3,10,28,1000,1000,0.983437,2,0,Mu1-const,1RAI,0.6
5859,50,1,10,4,1447,25000,1.0,36,22,Mu1-const,1RAI,0.6
12566,25,1,10,20,1027,6250,1.0,16,8,Mu1-const,1RAI,0.6
9545,10,3,10,29,1000,1000,0.983437,1,0,Mu1-const,1RAI,0.6
1035,10,5,10,0,980,1000,1.0,0,0,Mu1-const,1RAI,0.6
1051,10,5,10,1,529,1000,1.0,0,0,Mu1-const,1RAI,0.6
1087,10,5,10,2,501,1000,1.0,0,0,Mu1-const,1RAI,0.6
1143,10,5,10,3,657,1000,1.0,0,0,Mu1-const,1RAI,0.6
13593,25,1,10,21,1818,6250,1.0,15,4,Mu1-const,1RAI,0.6
1219,10,5,10,4,492,1000,1.0,0,0,Mu1-const,1RAI,0.6
1315,10,5,10,5,529,1000,1.0,1,0,Mu1-const,1RAI,0.6
1431,10,5,10,6,713,1000,1.0,1,0,Mu1-const,1RAI,0.6
14670,25,1,10,22,1021,6250,1.0,16,9,Mu1-const,1RAI,0.6
1567,10,5,10,7,459,1000,1.0,0,0,Mu1-const,1RAI,0.6
1723,10,5,10,8,497,1000,1.0,0,0,Mu1-const,1RAI,0.6
15797,25,1,10,23,792,6250,1.0,16,9,Mu1-const,1RAI,0.6
1899,10,5,10,9,596,1000,1.0,0,0,Mu1-const,1RAI,0.6
6311,50,1,10,5,1603,25000,1.0,38,24,Mu1-const,1RAI,0.6
2095,10,5,10,10,371,1000,1.0,0,0,Mu1-const,1RAI,0.6
2311,10,5,10,11,792,1000,1.0,0,0,Mu1-const,1RAI,0.6
16974,25,1,10,24,775,6250,1.0,14,8,Mu1-const,1RAI,0.6
2547,10,5,10,12,520,1000,1.0,0,0,Mu1-const,1RAI,0.6
14915,50,3,10,14,2481,25000,1.0,30,7,Mu1-const,1RAI,0.6
2803,10,5,10,13,636,1000,1.0,0,0,Mu1-const,1RAI,0.6
18201,25,1,10,25,878,6250,1.0,11,4,Mu1-const,1RAI,0.6
3079,10,5,10,14,662,1000,1.0,0,0,Mu1-const,1RAI,0.6
3375,10,5,10,15,777,1000,1.0,0,0,Mu1-const,1RAI,0.6
3691,10,5,10,16,598,1000,1.0,0,0,Mu1-const,1RAI,0.6
4027,10,5,10,17,644,1000,1.0,0,0,Mu1-const,1RAI,0.6
19478,25,1,10,26,1253,6250,1.0,14,6,Mu1-const,1RAI,0.6
4383,10,5,10,18,432,1000,1.0,0,0,Mu1-const,1RAI,0.6
4759,10,5,10,19,537,1000,1.0,1,0,Mu1-const,1RAI,0.6
5155,10,5,10,20,492,1000,1.0,0,0,Mu1-const,1RAI,0.6
5571,10,5,10,21,557,1000,1.0,0,0,Mu1-const,1RAI,0.6
20805,25,1,10,27,1137,6250,1.0,16,10,Mu1-const,1RAI,0.6
6007,10,5,10,22,556,1000,1.0,1,0,Mu1-const,1RAI,0.6
6863,50,1,10,6,1918,25000,1.0,35,22,Mu1-const,1RAI,0.6
6463,10,5,10,23,1000,1000,0.983437,0,0,Mu1-const,1RAI,0.6
22182,25,1,10,28,864,6250,1.0,14,7,Mu1-const,1RAI,0.6
6939,10,5,10,24,680,1000,1.0,0,0,Mu1-const,1RAI,0.6
7435,10,5,10,25,820,1000,1.0,0,0,Mu1-const,1RAI,0.6
23609,25,1,10,29,916,6250,1.0,16,9,Mu1-const,1RAI,0.6
7951,10,5,10,26,452,1000,1.0,0,0,Mu1-const,1RAI,0.6
8487,10,5,10,27,530,1000,1.0,0,0,Mu1-const,1RAI,0.6
9043,10,5,10,28,500,1000,1.0,0,0,Mu1-const,1RAI,0.6
16369,50,3,10,15,1709,25000,1.0,30,6,Mu1-const,1RAI,0.6
9619,10,5,10,29,594,1000,1.0,0,0,Mu1-const,1RAI,0.6
2534,25,3,10,0,909,6250,1.0,6,0,Mu1-const,1RAI,0.6
2563,25,3,10,1,1246,6250,1.0,7,0,Mu1-const,1RAI,0.6
2642,25,3,10,2,700,6250,1.0,7,0,Mu1-const,1RAI,0.6
7515,50,1,10,7,2376,25000,1.0,39,27,Mu1-const,1RAI,0.6
2771,25,3,10,3,1022,6250,1.0,8,0,Mu1-const,1RAI,0.6
17923,50,3,10,16,1625,25000,1.0,27,6,Mu1-const,1RAI,0.6
2950,25,3,10,4,980,6250,1.0,7,0,Mu1-const,1RAI,0.6
8267,50,1,10,8,1290,25000,1.0,39,27,Mu1-const,1RAI,0.6
3179,25,3,10,5,1181,6250,1.0,9,0,Mu1-const,1RAI,0.6
3458,25,3,10,6,905,6250,1.0,8,0,Mu1-const,1RAI,0.6
9119,50,1,10,9,1055,25000,1.0,36,23,Mu1-const,1RAI,0.6
3787,25,3,10,7,761,6250,1.0,7,0,Mu1-const,1RAI,0.6
4166,25,3,10,8,852,6250,1.0,8,0,Mu1-const,1RAI,0.6
4595,25,3,10,9,1030,6250,1.0,7,0,Mu1-const,1RAI,0.6
10071,50,1,10,10,1580,25000,1.0,37,25,Mu1-const,1RAI,0.6
5074,25,3,10,10,777,6250,1.0,5,0,Mu1-const,1RAI,0.6
19577,50,3,10,17,2669,25000,1.0,26,2,Mu1-const,1RAI,0.6
5603,25,3,10,11,1033,6250,1.0,9,0,Mu1-const,1RAI,0.6
11123,50,1,10,11,1005,25000,1.0,38,24,Mu1-const,1RAI,0.6
6182,25,3,10,12,640,6250,1.0,6,0,Mu1-const,1RAI,0.6
6811,25,3,10,13,1187,6250,1.0,5,0,Mu1-const,1RAI,0.6
12275,50,1,10,12,1094,25000,1.0,37,25,Mu1-const,1RAI,0.6
7490,25,3,10,14,995,6250,1.0,8,0,Mu1-const,1RAI,0.6
8219,25,3,10,15,1072,6250,1.0,7,0,Mu1-const,1RAI,0.6
21331,50,3,10,18,1675,25000,1.0,26,10,Mu1-const,1RAI,0.6
13527,50,1,10,13,1146,25000,1.0,38,23,Mu1-const,1RAI,0.6
8998,25,3,10,16,1003,6250,1.0,8,0,Mu1-const,1RAI,0.6
9827,25,3,10,17,897,6250,1.0,9,0,Mu1-const,1RAI,0.6
10706,25,3,10,18,864,6250,1.0,7,0,Mu1-const,1RAI,0.6
14879,50,1,10,14,1718,25000,1.0,38,24,Mu1-const,1RAI,0.6
11635,25,3,10,19,984,6250,1.0,8,0,Mu1-const,1RAI,0.6
23185,50,3,10,19,1731,25000,1.0,28,8,Mu1-const,1RAI,0.6
12614,25,3,10,20,928,6250,1.0,11,0,Mu1-const,1RAI,0.6
16331,50,1,10,15,890,25000,1.0,38,25,Mu1-const,1RAI,0.6
13643,25,3,10,21,797,6250,1.0,7,0,Mu1-const,1RAI,0.6
14722,25,3,10,22,1241,6250,1.0,8,0,Mu1-const,1RAI,0.6
15851,25,3,10,23,622,6250,1.0,6,0,Mu1-const,1RAI,0.6
17883,50,1,10,16,1587,25000,1.0,38,26,Mu1-const,1RAI,0.6
17030,25,3,10,24,705,6250,1.0,9,0,Mu1-const,1RAI,0.6
25139,50,3,10,20,1627,25000,1.0,29,12,Mu1-const,1RAI,0.6
18259,25,3,10,25,1164,6250,1.0,11,0,Mu1-const,1RAI,0.6
19538,25,3,10,26,1040,6250,1.0,8,0,Mu1-const,1RAI,0.6
19535,50,1,10,17,1574,25000,1.0,37,26,Mu1-const,1RAI,0.6
20867,25,3,10,27,1531,6250,1.0,7,0,Mu1-const,1RAI,0.6
27193,50,3,10,21,1626,25000,1.0,26,3,Mu1-const,1RAI,0.6
21287,50,1,10,18,1254,25000,1.0,38,24,Mu1-const,1RAI,0.6
22246,25,3,10,28,874,6250,1.0,9,0,Mu1-const,1RAI,0.6
23675,25,3,10,29,981,6250,1.0,6,0,Mu1-const,1RAI,0.6
23139,50,1,10,19,1261,25000,1.0,37,24,Mu1-const,1RAI,0.6
2550,25,5,10,0,1825,6250,1.0,5,0,Mu1-const,1RAI,0.6
10101,100,1,10,0,9697,100000,1.0,85,66,Mu1-const,1RAI,0.6
25091,50,1,10,20,1292,25000,1.0,36,25,Mu1-const,1RAI,0.6
2581,25,5,10,1,1328,6250,1.0,7,0,Mu1-const,1RAI,0.6
29347,50,3,10,22,2516,25000,1.0,30,9,Mu1-const,1RAI,0.6
2662,25,5,10,2,1766,6250,1.0,8,0,Mu1-const,1RAI,0.6
27143,50,1,10,21,1590,25000,1.0,39,27,Mu1-const,1RAI,0.6
2793,25,5,10,3,1160,6250,1.0,6,0,Mu1-const,1RAI,0.6
2974,25,5,10,4,958,6250,1.0,5,0,Mu1-const,1RAI,0.6
3205,25,5,10,5,1292,6250,1.0,4,0,Mu1-const,1RAI,0.6
31601,50,3,10,23,1734,25000,1.0,27,4,Mu1-const,1RAI,0.6
29295,50,1,10,22,1866,25000,1.0,36,20,Mu1-const,1RAI,0.6
3486,25,5,10,6,1549,6250,1.0,6,0,Mu1-const,1RAI,0.6
31547,50,1,10,23,1447,25000,1.0,39,25,Mu1-const,1RAI,0.6
3817,25,5,10,7,1072,6250,1.0,8,0,Mu1-const,1RAI,0.6
33955,50,3,10,24,1328,25000,1.0,28,8,Mu1-const,1RAI,0.6
4198,25,5,10,8,746,6250,1.0,3,0,Mu1-const,1RAI,0.6
33899,50,1,10,24,1058,25000,1.0,35,20,Mu1-const,1RAI,0.6
4629,25,5,10,9,1140,6250,1.0,5,0,Mu1-const,1RAI,0.6
5110,25,5,10,10,1131,6250,1.0,5,0,Mu1-const,1RAI,0.6
36351,50,1,10,25,955,25000,1.0,38,28,Mu1-const,1RAI,0.6
36409,50,3,10,25,1767,25000,1.0,26,4,Mu1-const,1RAI,0.6
5641,25,5,10,11,1858,6250,1.0,7,0,Mu1-const,1RAI,0.6
38903,50,1,10,26,1367,25000,1.0,38,27,Mu1-const,1RAI,0.6
6222,25,5,10,12,2411,6250,1.0,7,0,Mu1-const,1RAI,0.6
41555,50,1,10,27,1323,25000,1.0,36,22,Mu1-const,1RAI,0.6
38963,50,3,10,26,1402,25000,1.0,25,7,Mu1-const,1RAI,0.6
6853,25,5,10,13,1393,6250,1.0,7,0,Mu1-const,1RAI,0.6
44307,50,1,10,28,1479,25000,1.0,38,27,Mu1-const,1RAI,0.6
7534,25,5,10,14,1309,6250,1.0,6,0,Mu1-const,1RAI,0.6
41617,50,3,10,27,1387,25000,1.0,29,10,Mu1-const,1RAI,0.6
8265,25,5,10,15,1089,6250,1.0,3,0,Mu1-const,1RAI,0.6
47159,50,1,10,29,1165,25000,1.0,38,25,Mu1-const,1RAI,0.6
9046,25,5,10,16,1417,6250,1.0,6,0,Mu1-const,1RAI,0.6
44371,50,3,10,28,1139,25000,1.0,28,5,Mu1-const,1RAI,0.6
9877,25,5,10,17,1575,6250,1.0,4,0,Mu1-const,1RAI,0.6
5059,50,3,10,0,1678,25000,1.0,27,9,Mu1-const,1RAI,0.6
10758,25,5,10,18,1624,6250,1.0,5,0,Mu1-const,1RAI,0.6
15651,25,1,25,0,15625,15625,0.983863,16,8,Mu1-const,1RAI,0.6
11689,25,5,10,19,1273,6250,1.0,9,0,Mu1-const,1RAI,0.6
47225,50,3,10,29,1618,25000,1.0,24,4,Mu1-const,1RAI,0.6
12670,25,5,10,20,1052,6250,1.0,5,0,Mu1-const,1RAI,0.6
5113,50,3,10,1,1629,25000,1.0,30,6,Mu1-const,1RAI,0.6
13701,25,5,10,21,1563,6250,1.0,4,0,Mu1-const,1RAI,0.6
14782,25,5,10,22,1272,6250,1.0,5,0,Mu1-const,1RAI,0.6
5075,50,5,10,0,1649,25000,1.0,23,0,Mu1-const,1RAI,0.6
5267,50,3,10,2,1316,25000,1.0,26,3,Mu1-const,1RAI,0.6
15913,25,5,10,23,1823,6250,1.0,6,0,Mu1-const,1RAI,0.6
17094,25,5,10,24,1246,6250,1.0,6,0,Mu1-const,1RAI,0.6
5131,50,5,10,1,1508,25000,1.0,17,0,Mu1-const,1RAI,0.6
18325,25,5,10,25,1327,6250,1.0,3,0,Mu1-const,1RAI,0.6
19606,25,5,10,26,878,6250,1.0,7,0,Mu1-const,1RAI,0.6
5521,50,3,10,3,1926,25000,1.0,30,9,Mu1-const,1RAI,0.6
10203,100,1,10,1,7460,100000,1.0,87,71,Mu1-const,1RAI,0.6
20937,25,5,10,27,1384,6250,1.0,4,0,Mu1-const,1RAI,0.6
22318,25,5,10,28,955,6250,1.0,2,0,Mu1-const,1RAI,0.6
5875,50,3,10,4,1321,25000,1.0,29,5,Mu1-const,1RAI,0.6
23749,25,5,10,29,1191,6250,1.0,6,0,Mu1-const,1RAI,0.6
2625,25,10,10,0,1616,6250,1.0,2,0,Mu1-const,1RAI,0.6
5287,50,5,10,2,2848,25000,1.0,20,0,Mu1-const,1RAI,0.6
2661,25,10,10,1,964,6250,1.0,3,0,Mu1-const,1RAI,0.6
6329,50,3,10,5,1501,25000,1.0,29,5,Mu1-const,1RAI,0.6
2747,25,10,10,2,1785,6250,1.0,3,0,Mu1-const,1RAI,0.6
2883,25,10,10,3,1320,6250,1.0,4,0,Mu1-const,1RAI,0.6
5543,50,5,10,3,1577,25000,1.0,16,0,Mu1-const,1RAI,0.6
6883,50,3,10,6,1502,25000,1.0,26,5,Mu1-const,1RAI,0.6
10505,100,1,10,2,1971,100000,1.0,84,68,Mu1-const,1RAI,0.6
3069,25,10,10,4,1322,6250,1.0,2,0,Mu1-const,1RAI,0.6
7537,50,3,10,7,1242,25000,1.0,27,5,Mu1-const,1RAI,0.6
3305,25,10,10,5,1490,6250,1.0,2,0,Mu1-const,1RAI,0.6
5899,50,5,10,4,1707,25000,1.0,18,0,Mu1-const,1RAI,0.6
3591,25,10,10,6,2157,6250,1.0,1,0,Mu1-const,1RAI,0.6
3927,25,10,10,7,1353,6250,1.0,2,0,Mu1-const,1RAI,0.6
8291,50,3,10,8,1859,25000,1.0,30,9,Mu1-const,1RAI,0.6
4313,25,10,10,8,1281,6250,1.0,2,0,Mu1-const,1RAI,0.6
6355,50,5,10,5,1881,25000,1.0,22,0,Mu1-const,1RAI,0.6
4749,25,10,10,9,947,6250,1.0,1,0,Mu1-const,1RAI,0.6
9145,50,3,10,9,1387,25000,1.0,27,6,Mu1-const,1RAI,0.6
5235,25,10,10,10,1917,6250,1.0,1,0,Mu1-const,1RAI,0.6
5771,25,10,10,11,1200,6250,1.0,2,0,Mu1-const,1RAI,0.6
11007,100,1,10,3,2611,100000,1.0,86,68,Mu1-const,1RAI,0.6
6357,25,10,10,12,1538,6250,1.0,1,0,Mu1-const,1RAI,0.6
6911,50,5,10,6,2571,25000,1.0,23,0,Mu1-const,1RAI,0.6
6993,25,10,10,13,1124,6250,1.0,2,0,Mu1-const,1RAI,0.6
7679,25,10,10,14,1245,6250,1.0,2,0,Mu1-const,1RAI,0.6
8415,25,10,10,15,1685,6250,1.0,3,0,Mu1-const,1RAI,0.6
9201,25,10,10,16,1340,6250,1.0,2,0,Mu1-const,1RAI,0.6
7567,50,5,10,7,2669,25000,1.0,21,0,Mu1-const,1RAI,0.6
10037,25,10,10,17,1623,6250,1.0,1,0,Mu1-const,1RAI,0.6
10923,25,10,10,18,852,6250,1.0,0,0,Mu1-const,1RAI,0.6
11859,25,10,10,19,1460,6250,1.0,1,0,Mu1-const,1RAI,0.6
8323,50,5,10,8,1691,25000,1.0,18,0,Mu1-const,1RAI,0.6
12845,25,10,10,20,1607,6250,1.0,2,0,Mu1-const,1RAI,0.6
13881,25,10,10,21,1509,6250,1.0,5,0,Mu1-const,1RAI,0.6
9179,50,5,10,9,1520,25000,1.0,21,0,Mu1-const,1RAI,0.6
