seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,algorithm,mutation,alpha,g,r,c
4289,5,1,2,29,3,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
34,5,3,2,0,10,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
43,5,3,2,1,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
62,5,3,2,2,5,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
91,5,3,2,3,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
130,5,3,2,4,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
179,5,3,2,5,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
238,5,3,2,6,6,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
307,5,3,2,7,6,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
386,5,3,2,8,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
475,5,3,2,9,5,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
574,5,3,2,10,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
683,5,3,2,11,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
802,5,3,2,12,5,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
931,5,3,2,13,11,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1070,5,3,2,14,0,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
1219,5,3,2,15,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1378,5,3,2,16,0,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
1547,5,3,2,17,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1726,5,3,2,18,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1915,5,3,2,19,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
2114,5,3,2,20,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
2323,5,3,2,21,0,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
2542,5,3,2,22,5,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
2771,5,3,2,23,7,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3010,5,3,2,24,5,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3259,5,3,2,25,6,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3518,5,3,2,26,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3787,5,3,2,27,6,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
4066,5,3,2,28,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
4355,5,3,2,29,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
50,5,5,2,0,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
61,5,5,2,1,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
82,5,5,2,2,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
113,5,5,2,3,7,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
154,5,5,2,4,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
205,5,5,2,5,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
266,5,5,2,6,0,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
337,5,5,2,7,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
418,5,5,2,8,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
509,5,5,2,9,5,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
610,5,5,2,10,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
721,5,5,2,11,0,50,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
842,5,5,2,12,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
973,5,5,2,13,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1114,5,5,2,14,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1265,5,5,2,15,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1426,5,5,2,16,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1597,5,5,2,17,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1778,5,5,2,18,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1969,5,5,2,19,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
2170,5,5,2,20,4,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
2381,5,5,2,21,4,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
2602,5,5,2,22,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
2833,5,5,2,23,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3074,5,5,2,24,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3325,5,5,2,25,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3586,5,5,2,26,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3857,5,5,2,27,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
4138,5,5,2,28,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
4429,5,5,2,29,0,50,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
514,5,3,10,0,15,250,0.920943,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
523,5,3,10,1,15,250,0.790835,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
542,5,3,10,2,15,250,0.823223,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
571,5,3,10,3,15,250,0.920943,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
610,5,3,10,4,15,250,0.920943,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
659,5,3,10,5,250,250,0.947295,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
718,5,3,10,6,15,250,0.888197,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
787,5,3,10,7,250,250,0.93545,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
866,5,3,10,8,250,250,0.916667,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
955,5,3,10,9,250,250,0.962732,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
1054,5,3,10,10,250,250,0.962732,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
1163,5,3,10,11,15,250,0.920943,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
1282,5,3,10,12,250,250,0.908713,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
1411,5,3,10,13,250,250,0.925464,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
1550,5,3,10,14,15,250,0.863069,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
1699,5,3,10,15,250,250,0.947295,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
1858,5,3,10,16,250,250,0.908713,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
2027,5,3,10,17,15,250,0.920943,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
2206,5,3,10,18,250,250,0.901399,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
2395,5,3,10,19,15,250,0.888197,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
2594,5,3,10,20,15,250,0.920943,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
2803,5,3,10,21,250,250,0.962732,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
3022,5,3,10,22,15,250,0.888197,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
3251,5,3,10,23,15,250,0.863069,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
3490,5,3,10,24,250,250,0.908713,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
3739,5,3,10,25,250,250,0.962732,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
3998,5,3,10,26,250,250,0.925464,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
4267,5,3,10,27,15,250,0.841886,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
4546,5,3,10,28,15,250,0.863069,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
4835,5,3,10,29,250,250,0.962732,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
530,5,5,10,0,112,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
541,5,5,10,1,21,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
562,5,5,10,2,52,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
593,5,5,10,3,65,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
634,5,5,10,4,43,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
685,5,5,10,5,27,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
746,5,5,10,6,38,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
817,5,5,10,7,15,250,0.888197,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
898,5,5,10,8,15,250,0.888197,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
989,5,5,10,9,10,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
1090,5,5,10,10,17,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
1201,5,5,10,11,10,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
1322,5,5,10,12,15,250,0.920943,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
1453,5,5,10,13,10,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
1594,5,5,10,14,20,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
1745,5,5,10,15,10,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
1906,5,5,10,16,19,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
2077,5,5,10,17,14,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
2258,5,5,10,18,46,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
2449,5,5,10,19,10,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
2650,5,5,10,20,10,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
2861,5,5,10,21,35,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
3082,5,5,10,22,15,250,0.920943,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
3313,5,5,10,23,47,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
3554,5,5,10,24,38,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
3805,5,5,10,25,10,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
4066,5,5,10,26,10,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
4337,5,5,10,27,15,250,0.920943,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
4618,5,5,10,28,15,250,0.920943,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
4909,5,5,10,29,10,250,1,0,0,NOAH,XRAI_0.000000,0.5,10,5,5
3155,5,5,25,0,147,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
3166,5,5,25,1,37,625,0.897938,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
3187,5,5,25,2,37,625,0.897938,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
3218,5,5,25,3,158,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
3259,5,5,25,4,37,625,0.938454,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
3310,5,5,25,5,159,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
3371,5,5,25,6,37,625,0.907681,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
3442,5,5,25,7,120,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
3523,5,5,25,8,37,625,0.897938,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
3614,5,5,25,9,37,625,0.907681,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
3715,5,5,25,10,158,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
3826,5,5,25,11,157,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
3947,5,5,25,12,111,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
4078,5,5,25,13,192,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
4219,5,5,25,14,73,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
4370,5,5,25,15,144,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
4531,5,5,25,16,118,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
4702,5,5,25,17,128,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
4883,5,5,25,18,197,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
5074,5,5,25,19,96,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
5275,5,5,25,20,72,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
5486,5,5,25,21,37,625,0.902688,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
5707,5,5,25,22,37,625,0.918583,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
5938,5,5,25,23,37,625,0.9467,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
6179,5,5,25,24,37,625,0.907681,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
6430,5,5,25,25,155,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
6691,5,5,25,26,175,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
6962,5,5,25,27,37,625,0.93119,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
7243,5,5,25,28,89,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
7534,5,5,25,29,139,625,1,0,0,NOAH,XRAI_0.000000,0.5,25,12,12
12530,5,5,50,0,75,1250,0.909861,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
12541,5,5,50,1,438,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
12562,5,5,50,2,287,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
12593,5,5,50,3,364,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
12634,5,5,50,4,277,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
12685,5,5,50,5,382,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
12746,5,5,50,6,75,1250,0.927831,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
12817,5,5,50,7,233,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
12898,5,5,50,8,75,1250,0.909861,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
12989,5,5,50,9,342,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
13090,5,5,50,10,75,1250,0.919636,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
13201,5,5,50,11,283,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
13322,5,5,50,12,267,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
13453,5,5,50,13,328,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
13594,5,5,50,14,390,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
13745,5,5,50,15,447,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
13906,5,5,50,16,416,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
14077,5,5,50,17,339,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
14258,5,5,50,18,75,1250,0.906459,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
14449,5,5,50,19,330,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
14650,5,5,50,20,260,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
14861,5,5,50,21,277,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
15082,5,5,50,22,322,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
15313,5,5,50,23,309,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
15554,5,5,50,24,285,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
15805,5,5,50,25,444,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
16066,5,5,50,26,406,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
16337,5,5,50,27,278,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
16618,5,5,50,28,294,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
16909,5,5,50,29,317,1250,1,0,0,NOAH,XRAI_0.000000,0.5,50,25,25
51,10,1,2,0,0,200,1,-4,-1,NOAH,XRAI_0.000000,0.5,2,1,1
63,10,1,2,1,13,200,1,-3,0,NOAH,XRAI_0.000000,0.5,2,1,1
95,10,1,2,2,10,200,1,-2,0,NOAH,XRAI_0.000000,0.5,2,1,1
147,10,1,2,3,12,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
219,10,1,2,4,18,200,1,-3,0,NOAH,XRAI_0.000000,0.5,2,1,1
311,10,1,2,5,12,200,1,-3,0,NOAH,XRAI_0.000000,0.5,2,1,1
423,10,1,2,6,0,200,1,-5,0,NOAH,XRAI_0.000000,0.5,2,1,1
555,10,1,2,7,13,200,1,-4,0,NOAH,XRAI_0.000000,0.5,2,1,1
707,10,1,2,8,16,200,1,-3,0,NOAH,XRAI_0.000000,0.5,2,1,1
879,10,1,2,9,0,200,1,-4,-1,NOAH,XRAI_0.000000,0.5,2,1,1
1071,10,1,2,10,8,200,1,-4,0,NOAH,XRAI_0.000000,0.5,2,1,1
1283,10,1,2,11,13,200,1,-4,0,NOAH,XRAI_0.000000,0.5,2,1,1
1515,10,1,2,12,10,200,1,-4,-1,NOAH,XRAI_0.000000,0.5,2,1,1
1767,10,1,2,13,0,200,1,-4,0,NOAH,XRAI_0.000000,0.5,2,1,1
2039,10,1,2,14,11,200,1,-5,0,NOAH,XRAI_0.000000,0.5,2,1,1
2331,10,1,2,15,0,200,1,-5,0,NOAH,XRAI_0.000000,0.5,2,1,1
2643,10,1,2,16,10,200,1,-3,-2,NOAH,XRAI_0.000000,0.5,2,1,1
2975,10,1,2,17,12,200,1,-2,0,NOAH,XRAI_0.000000,0.5,2,1,1
3327,10,1,2,18,14,200,1,-4,0,NOAH,XRAI_0.000000,0.5,2,1,1
3699,10,1,2,19,16,200,1,-3,0,NOAH,XRAI_0.000000,0.5,2,1,1
4091,10,1,2,20,0,200,1,-4,0,NOAH,XRAI_0.000000,0.5,2,1,1
4503,10,1,2,21,10,200,1,-3,-1,NOAH,XRAI_0.000000,0.5,2,1,1
4935,10,1,2,22,0,200,1,-3,0,NOAH,XRAI_0.000000,0.5,2,1,1
5387,10,1,2,23,21,200,1,-6,-1,NOAH,XRAI_0.000000,0.5,2,1,1
5859,10,1,2,24,6,200,1,-3,0,NOAH,XRAI_0.000000,0.5,2,1,1
6351,10,1,2,25,19,200,1,-5,0,NOAH,XRAI_0.000000,0.5,2,1,1
6863,10,1,2,26,16,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
7395,10,1,2,27,0,200,1,-4,0,NOAH,XRAI_0.000000,0.5,2,1,1
7947,10,1,2,28,13,200,1,-3,0,NOAH,XRAI_0.000000,0.5,2,1,1
8519,10,1,2,29,12,200,1,-2,0,NOAH,XRAI_0.000000,0.5,2,1,1
59,10,3,2,0,20,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
73,10,3,2,1,0,200,1,-3,0,NOAH,XRAI_0.000000,0.5,2,1,1
107,10,3,2,2,21,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
161,10,3,2,3,11,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
235,10,3,2,4,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
329,10,3,2,5,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
443,10,3,2,6,8,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
577,10,3,2,7,0,200,1,-2,0,NOAH,XRAI_0.000000,0.5,2,1,1
731,10,3,2,8,12,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
905,10,3,2,9,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
1099,10,3,2,10,11,200,1,-2,0,NOAH,XRAI_0.000000,0.5,2,1,1
1313,10,3,2,11,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
1547,10,3,2,12,12,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
1801,10,3,2,13,13,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
2075,10,3,2,14,9,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
2369,10,3,2,15,26,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
2683,10,3,2,16,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
3017,10,3,2,17,22,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3371,10,3,2,18,19,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3745,10,3,2,19,0,200,1,-3,0,NOAH,XRAI_0.000000,0.5,2,1,1
4139,10,3,2,20,0,200,1,-2,0,NOAH,XRAI_0.000000,0.5,2,1,1
4553,10,3,2,21,14,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
4987,10,3,2,22,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
5441,10,3,2,23,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
5915,10,3,2,24,16,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
6409,10,3,2,25,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
6923,10,3,2,26,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
7457,10,3,2,27,9,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
8011,10,3,2,28,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
8585,10,3,2,29,16,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
75,10,5,2,0,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
91,10,5,2,1,16,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
127,10,5,2,2,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
183,10,5,2,3,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
259,10,5,2,4,10,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
355,10,5,2,5,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
471,10,5,2,6,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
607,10,5,2,7,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
763,10,5,2,8,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
939,10,5,2,9,14,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1135,10,5,2,10,17,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1351,10,5,2,11,20,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1587,10,5,2,12,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
1843,10,5,2,13,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
2119,10,5,2,14,10,200,1,-2,0,NOAH,XRAI_0.000000,0.5,2,1,1
2415,10,5,2,15,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
2731,10,5,2,16,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
3067,10,5,2,17,24,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3423,10,5,2,18,11,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3799,10,5,2,19,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
4195,10,5,2,20,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
4611,10,5,2,21,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
5047,10,5,2,22,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
5503,10,5,2,23,8,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
5979,10,5,2,24,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
6475,10,5,2,25,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
6991,10,5,2,26,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
7527,10,5,2,27,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
8083,10,5,2,28,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
8659,10,5,2,29,11,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
150,10,10,2,0,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
171,10,10,2,1,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
212,10,10,2,2,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
273,10,10,2,3,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
354,10,10,2,4,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
455,10,10,2,5,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
576,10,10,2,6,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
717,10,10,2,7,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
878,10,10,2,8,12,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1059,10,10,2,9,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1260,10,10,2,10,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1481,10,10,2,11,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1722,10,10,2,12,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
1983,10,10,2,13,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
2264,10,10,2,14,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
2565,10,10,2,15,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
2886,10,10,2,16,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3227,10,10,2,17,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3588,10,10,2,18,13,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
3969,10,10,2,19,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
4370,10,10,2,20,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
4791,10,10,2,21,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
5232,10,10,2,22,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
5693,10,10,2,23,0,200,1,-1,0,NOAH,XRAI_0.000000,0.5,2,1,1
6174,10,10,2,24,6,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
6675,10,10,2,25,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
7196,10,10,2,26,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
7737,10,10,2,27,0,200,1,0,0,NOAH,XRAI_0.000000,0.5,2,1,1
