seed,n,m,mu,run,generations,max_generations,diversity,fitness,opt,alpha,algorithm,mutation
1655,50,10,2,5,687,5000,1,0,0,1,Mu1-const,XRAI_0.250000
2216,50,10,2,6,311,5000,1,0,0,1,Mu1-const,XRAI_0.250000
2877,50,10,2,7,430,5000,1,0,0,1,Mu1-const,XRAI_0.250000
3638,50,10,2,8,591,5000,1,0,0,1,Mu1-const,XRAI_0.250000
4499,50,10,2,9,1475,5000,1,0,0,1,Mu1-const,XRAI_0.250000
5460,50,10,2,10,371,5000,1,0,0,1,Mu1-const,XRAI_0.250000
6521,50,10,2,11,840,5000,1,0,0,1,Mu1-const,XRAI_0.250000
7682,50,10,2,12,597,5000,1,0,0,1,Mu1-const,XRAI_0.250000
8943,50,10,2,13,814,5000,1,0,0,1,Mu1-const,XRAI_0.250000
10304,50,10,2,14,389,5000,1,0,0,1,Mu1-const,XRAI_0.250000
11765,50,10,2,15,507,5000,1,0,0,1,Mu1-const,XRAI_0.250000
13326,50,10,2,16,1096,5000,1,0,0,1,Mu1-const,XRAI_0.250000
14987,50,10,2,17,787,5000,1,0,0,1,Mu1-const,XRAI_0.250000
16748,50,10,2,18,328,5000,1,0,0,1,Mu1-const,XRAI_0.250000
18609,50,10,2,19,659,5000,1,0,0,1,Mu1-const,XRAI_0.250000
20570,50,10,2,20,582,5000,1,0,0,1,Mu1-const,XRAI_0.250000
22631,50,10,2,21,1341,5000,1,0,0,1,Mu1-const,XRAI_0.250000
24792,50,10,2,22,548,5000,1,0,0,1,Mu1-const,XRAI_0.250000
27053,50,10,2,23,546,5000,1,0,0,1,Mu1-const,XRAI_0.250000
29414,50,10,2,24,893,5000,1,0,0,1,Mu1-const,XRAI_0.250000
31875,50,10,2,25,869,5000,1,0,0,1,Mu1-const,XRAI_0.250000
34436,50,10,2,26,685,5000,1,0,0,1,Mu1-const,XRAI_0.250000
37097,50,10,2,27,639,5000,1,0,0,1,Mu1-const,XRAI_0.250000
39858,50,10,2,28,621,5000,1,0,0,1,Mu1-const,XRAI_0.250000
42719,50,10,2,29,916,5000,1,0,0,1,Mu1-const,XRAI_0.250000
5051,50,1,10,0,1171,25000,1,-40,-26,1,Mu1-const,XRAI_0.250000
5103,50,1,10,1,1005,25000,1,-40,-29,1,Mu1-const,XRAI_0.250000
5255,50,1,10,2,664,25000,1,-39,-28,1,Mu1-const,XRAI_0.250000
5507,50,1,10,3,805,25000,1,-41,-26,1,Mu1-const,XRAI_0.250000
5859,50,1,10,4,1007,25000,1,-39,-22,1,Mu1-const,XRAI_0.250000
6311,50,1,10,5,850,25000,1,-38,-24,1,Mu1-const,XRAI_0.250000
6863,50,1,10,6,876,25000,1,-40,-22,1,Mu1-const,XRAI_0.250000
7515,50,1,10,7,990,25000,1,-42,-27,1,Mu1-const,XRAI_0.250000
8267,50,1,10,8,1176,25000,1,-43,-27,1,Mu1-const,XRAI_0.250000
9119,50,1,10,9,892,25000,1,-42,-23,1,Mu1-const,XRAI_0.250000
10071,50,1,10,10,913,25000,1,-40,-25,1,Mu1-const,XRAI_0.250000
11123,50,1,10,11,923,25000,1,-40,-24,1,Mu1-const,XRAI_0.250000
12275,50,1,10,12,776,25000,1,-41,-25,1,Mu1-const,XRAI_0.250000
13527,50,1,10,13,966,25000,1,-41,-23,1,Mu1-const,XRAI_0.250000
14879,50,1,10,14,939,25000,1,-42,-24,1,Mu1-const,XRAI_0.250000
16331,50,1,10,15,744,25000,1,-41,-25,1,Mu1-const,XRAI_0.250000
17883,50,1,10,16,710,25000,1,-40,-26,1,Mu1-const,XRAI_0.250000
19535,50,1,10,17,871,25000,1,-40,-26,1,Mu1-const,XRAI_0.250000
21287,50,1,10,18,1001,25000,1,-40,-24,1,Mu1-const,XRAI_0.250000
23139,50,1,10,19,872,25000,1,-36,-24,1,Mu1-const,XRAI_0.250000
25091,50,1,10,20,826,25000,1,-40,-25,1,Mu1-const,XRAI_0.250000
27143,50,1,10,21,926,25000,1,-40,-27,1,Mu1-const,XRAI_0.250000
29295,50,1,10,22,1065,25000,1,-36,-20,1,Mu1-const,XRAI_0.250000
31547,50,1,10,23,906,25000,1,-41,-25,1,Mu1-const,XRAI_0.250000
33899,50,1,10,24,1912,25000,1,-39,-20,1,Mu1-const,XRAI_0.250000
36351,50,1,10,25,921,25000,1,-42,-28,1,Mu1-const,XRAI_0.250000
38903,50,1,10,26,1582,25000,1,-41,-27,1,Mu1-const,XRAI_0.250000
41555,50,1,10,27,981,25000,1,-40,-22,1,Mu1-const,XRAI_0.250000
44307,50,1,10,28,922,25000,1,-38,-27,1,Mu1-const,XRAI_0.250000
47159,50,1,10,29,1197,25000,1,-38,-25,1,Mu1-const,XRAI_0.250000
5059,50,3,10,0,12481,25000,1,-17,-9,1,Mu1-const,XRAI_0.250000
5113,50,3,10,1,25000,25000,0.990873,-12,-6,1,Mu1-const,XRAI_0.250000
5267,50,3,10,2,25000,25000,0.957626,-6,-3,1,Mu1-const,XRAI_0.250000
5521,50,3,10,3,11483,25000,1,-17,-9,1,Mu1-const,XRAI_0.250000
5875,50,3,10,4,25000,25000,0.988617,-10,-5,1,Mu1-const,XRAI_0.250000
6329,50,3,10,5,25000,25000,0.980051,-10,-5,1,Mu1-const,XRAI_0.250000
6883,50,3,10,6,25000,25000,0.988217,-10,-5,1,Mu1-const,XRAI_0.250000
7537,50,3,10,7,25000,25000,0.978704,-10,-5,1,Mu1-const,XRAI_0.250000
8291,50,3,10,8,15190,25000,1,-18,-9,1,Mu1-const,XRAI_0.250000
9145,50,3,10,9,25000,25000,0.996958,-12,-6,1,Mu1-const,XRAI_0.250000
10099,50,3,10,10,13203,25000,1,-14,-7,1,Mu1-const,XRAI_0.250000
11153,50,3,10,11,25000,25000,0.954569,-6,-3,1,Mu1-const,XRAI_0.250000
12307,50,3,10,12,25000,25000,0.996958,-12,-6,1,Mu1-const,XRAI_0.250000
13561,50,3,10,13,25000,25000,0.995698,-11,-6,1,Mu1-const,XRAI_0.250000
14915,50,3,10,14,25000,25000,0.995698,-13,-7,1,Mu1-const,XRAI_0.250000
16369,50,3,10,15,9201,25000,1,-12,-6,1,Mu1-const,XRAI_0.250000
17923,50,3,10,16,23569,25000,1,-12,-6,1,Mu1-const,XRAI_0.250000
19577,50,3,10,17,25000,25000,0.938927,-4,-2,1,Mu1-const,XRAI_0.250000
21331,50,3,10,18,6342,25000,1,-20,-10,1,Mu1-const,XRAI_0.250000
23185,50,3,10,19,25000,25000,0.996958,-16,-8,1,Mu1-const,XRAI_0.250000
25139,50,3,10,20,4340,25000,1,-23,-12,1,Mu1-const,XRAI_0.250000
27193,50,3,10,21,25000,25000,0.946782,-6,-3,1,Mu1-const,XRAI_0.250000
29347,50,3,10,22,12766,25000,1,-18,-9,1,Mu1-const,XRAI_0.250000
31601,50,3,10,23,25000,25000,0.991951,-8,-4,1,Mu1-const,XRAI_0.250000
33955,50,3,10,24,24902,25000,1,-15,-8,1,Mu1-const,XRAI_0.250000
36409,50,3,10,25,25000,25000,0.989031,-8,-4,1,Mu1-const,XRAI_0.250000
38963,50,3,10,26,20366,25000,1,-14,-7,1,Mu1-const,XRAI_0.250000
41617,50,3,10,27,5204,25000,1,-19,-10,1,Mu1-const,XRAI_0.250000
44371,50,3,10,28,25000,25000,0.986059,-10,-5,1,Mu1-const,XRAI_0.250000
47225,50,3,10,29,25000,25000,0.990379,-8,-4,1,Mu1-const,XRAI_0.250000
5075,50,5,10,0,25000,25000,0.993915,0,0,1,Mu1-const,XRAI_0.250000
5131,50,5,10,1,23425,25000,1,0,0,1,Mu1-const,XRAI_0.250000
5287,50,5,10,2,25000,25000,0.995698,0,0,1,Mu1-const,XRAI_0.250000
5543,50,5,10,3,25000,25000,0.996958,0,0,1,Mu1-const,XRAI_0.250000
5899,50,5,10,4,25000,25000,0.987831,0,0,1,Mu1-const,XRAI_0.250000
6355,50,5,10,5,25000,25000,0.98991,0,0,1,Mu1-const,XRAI_0.250000
6911,50,5,10,6,25000,25000,0.990379,0,0,1,Mu1-const,XRAI_0.250000
7567,50,5,10,7,25000,25000,0.941957,0,0,1,Mu1-const,XRAI_0.250000
8323,50,5,10,8,25000,25000,0.994731,0,0,1,Mu1-const,XRAI_0.250000
9179,50,5,10,9,25000,25000,0.996958,0,0,1,Mu1-const,XRAI_0.250000
10135,50,5,10,10,17976,25000,1,-2,-1,1,Mu1-const,XRAI_0.250000
11191,50,5,10,11,25000,25000,0.996958,0,0,1,Mu1-const,XRAI_0.250000
12347,50,5,10,12,25000,25000,0.992548,0,0,1,Mu1-const,XRAI_0.250000
13603,50,5,10,13,25000,25000,0.98279,-2,-1,1,Mu1-const,XRAI_0.250000
14959,50,5,10,14,25000,25000,0.987456,-1,-1,1,Mu1-const,XRAI_0.250000
16415,50,5,10,15,24659,25000,1,-2,-1,1,Mu1-const,XRAI_0.250000
17971,50,5,10,16,25000,25000,0.988217,0,0,1,Mu1-const,XRAI_0.250000
19627,50,5,10,17,25000,25000,0.930028,-2,-1,1,Mu1-const,XRAI_0.250000
21383,50,5,10,18,25000,25000,0.96973,0,0,1,Mu1-const,XRAI_0.250000
23239,50,5,10,19,25000,25000,0.917409,0,0,1,Mu1-const,XRAI_0.250000
25195,50,5,10,20,25000,25000,0.98991,0,0,1,Mu1-const,XRAI_0.250000
27251,50,5,10,21,25000,25000,0.953962,0,0,1,Mu1-const,XRAI_0.250000
29407,50,5,10,22,25000,25000,0.995698,0,0,1,Mu1-const,XRAI_0.250000
31663,50,5,10,23,22201,25000,1,0,0,1,Mu1-const,XRAI_0.250000
34019,50,5,10,24,25000,25000,0.970661,0,0,1,Mu1-const,XRAI_0.250000
36475,50,5,10,25,21717,25000,1,0,0,1,Mu1-const,XRAI_0.250000
39031,50,5,10,26,25000,25000,0.97982,-4,-2,1,Mu1-const,XRAI_0.250000
41687,50,5,10,27,25000,25000,0.991951,0,0,1,Mu1-const,XRAI_0.250000
44443,50,5,10,28,25000,25000,0.996958,0,0,1,Mu1-const,XRAI_0.250000
47299,50,5,10,29,25000,25000,0.993915,0,0,1,Mu1-const,XRAI_0.250000
5150,50,10,10,0,8455,25000,1,0,0,1,Mu1-const,XRAI_0.250000
5211,50,10,10,1,6152,25000,1,0,0,1,Mu1-const,XRAI_0.250000
5372,50,10,10,2,9221,25000,1,0,0,1,Mu1-const,XRAI_0.250000
5633,50,10,10,3,9999,25000,1,0,0,1,Mu1-const,XRAI_0.250000
5994,50,10,10,4,7687,25000,1,0,0,1,Mu1-const,XRAI_0.250000
6455,50,10,10,5,4895,25000,1,0,0,1,Mu1-const,XRAI_0.250000
7016,50,10,10,6,11814,25000,1,0,0,1,Mu1-const,XRAI_0.250000
7677,50,10,10,7,7430,25000,1,0,0,1,Mu1-const,XRAI_0.250000
8438,50,10,10,8,4422,25000,1,0,0,1,Mu1-const,XRAI_0.250000
9299,50,10,10,9,7727,25000,1,0,0,1,Mu1-const,XRAI_0.250000
10260,50,10,10,10,12633,25000,1,0,0,1,Mu1-const,XRAI_0.250000
11321,50,10,10,11,8109,25000,1,0,0,1,Mu1-const,XRAI_0.250000
12482,50,10,10,12,8698,25000,1,0,0,1,Mu1-const,XRAI_0.250000
13743,50,10,10,13,10412,25000,1,0,0,1,Mu1-const,XRAI_0.250000
15104,50,10,10,14,7161,25000,1,0,0,1,Mu1-const,XRAI_0.250000
16565,50,10,10,15,7856,25000,1,0,0,1,Mu1-const,XRAI_0.250000
18126,50,10,10,16,7939,25000,1,0,0,1,Mu1-const,XRAI_0.250000
19787,50,10,10,17,10697,25000,1,0,0,1,Mu1-const,XRAI_0.250000
21548,50,10,10,18,9185,25000,1,0,0,1,Mu1-const,XRAI_0.250000
23409,50,10,10,19,12244,25000,1,0,0,1,Mu1-const,XRAI_0.250000
25370,50,10,10,20,13978,25000,1,0,0,1,Mu1-const,XRAI_0.250000
27431,50,10,10,21,8077,25000,1,0,0,1,Mu1-const,XRAI_0.250000
29592,50,10,10,22,12849,25000,1,0,0,1,Mu1-const,XRAI_0.250000
31853,50,10,10,23,6154,25000,1,0,0,1,Mu1-const,XRAI_0.250000
34214,50,10,10,24,11170,25000,1,0,0,1,Mu1-const,XRAI_0.250000
36675,50,10,10,25,8451,25000,1,0,0,1,Mu1-const,XRAI_0.250000
39236,50,10,10,26,11585,25000,1,0,0,1,Mu1-const,XRAI_0.250000
41897,50,10,10,27,7305,25000,1,0,0,1,Mu1-const,XRAI_0.250000
44658,50,10,10,28,11200,25000,1,0,0,1,Mu1-const,XRAI_0.250000
47519,50,10,10,29,6852,25000,1,0,0,1,Mu1-const,XRAI_0.250000
31301,50,1,25,0,9864,62500,1,-41,-25,1,Mu1-const,XRAI_0.250000
31353,50,1,25,1,9219,62500,1,-41,-22,1,Mu1-const,XRAI_0.250000
31505,50,1,25,2,8493,62500,1,-37,-25,1,Mu1-const,XRAI_0.250000
31757,50,1,25,3,14120,62500,1,-42,-27,1,Mu1-const,XRAI_0.250000
32109,50,1,25,4,12334,62500,1,-39,-25,1,Mu1-const,XRAI_0.250000
32561,50,1,25,5,12663,62500,1,-43,-27,1,Mu1-const,XRAI_0.250000
33113,50,1,25,6,12299,62500,1,-41,-23,1,Mu1-const,XRAI_0.250000
33765,50,1,25,7,7920,62500,1,-40,-27,1,Mu1-const,XRAI_0.250000
34517,50,1,25,8,7701,62500,1,-40,-26,1,Mu1-const,XRAI_0.250000
35369,50,1,25,9,14161,62500,1,-40,-25,1,Mu1-const,XRAI_0.250000
36321,50,1,25,10,10399,62500,1,-40,-24,1,Mu1-const,XRAI_0.250000
37373,50,1,25,11,7821,62500,1,-41,-26,1,Mu1-const,XRAI_0.250000
38525,50,1,25,12,12135,62500,1,-41,-25,1,Mu1-const,XRAI_0.250000
39777,50,1,25,13,8975,62500,1,-40,-27,1,Mu1-const,XRAI_0.250000
41129,50,1,25,14,9210,62500,1,-40,-27,1,Mu1-const,XRAI_0.250000
42581,50,1,25,15,9846,62500,1,-41,-26,1,Mu1-const,XRAI_0.250000
44133,50,1,25,16,6637,62500,1,-40,-26,1,Mu1-const,XRAI_0.250000
45785,50,1,25,17,9900,62500,1,-42,-26,1,Mu1-const,XRAI_0.250000
47537,50,1,25,18,8043,62500,1,-38,-28,1,Mu1-const,XRAI_0.250000
49389,50,1,25,19,11389,62500,1,-42,-25,1,Mu1-const,XRAI_0.250000
51341,50,1,25,20,10656,62500,1,-40,-26,1,Mu1-const,XRAI_0.250000
53393,50,1,25,21,9375,62500,1,-41,-26,1,Mu1-const,XRAI_0.250000
55545,50,1,25,22,12699,62500,1,-40,-29,1,Mu1-const,XRAI_0.250000
57797,50,1,25,23,8445,62500,1,-39,-24,1,Mu1-const,XRAI_0.250000
60149,50,1,25,24,9729,62500,1,-40,-28,1,Mu1-const,XRAI_0.250000
62601,50,1,25,25,7635,62500,1,-40,-27,1,Mu1-const,XRAI_0.250000
65153,50,1,25,26,18722,62500,1,-41,-26,1,Mu1-const,XRAI_0.250000
67805,50,1,25,27,12884,62500,1,-37,-22,1,Mu1-const,XRAI_0.250000
70557,50,1,25,28,9651,62500,1,-41,-28,1,Mu1-const,XRAI_0.250000
73409,50,1,25,29,8593,62500,1,-40,-27,1,Mu1-const,XRAI_0.250000
31309,50,3,25,0,62500,62500,0.986932,-12,-6,1,Mu1-const,XRAI_0.250000
31363,50,3,25,1,62500,62500,0.975939,-8,-4,1,Mu1-const,XRAI_0.250000
31517,50,3,25,2,62500,62500,0.988884,-14,-7,1,Mu1-const,XRAI_0.250000
31771,50,3,25,3,62500,62500,0.983631,-6,-3,1,Mu1-const,XRAI_0.250000
32125,50,3,25,4,62500,62500,0.965007,-8,-4,1,Mu1-const,XRAI_0.250000
32579,50,3,25,5,62500,62500,0.992737,-16,-8,1,Mu1-const,XRAI_0.250000
33133,50,3,25,6,62500,62500,0.980711,-12,-6,1,Mu1-const,XRAI_0.250000
33787,50,3,25,7,62500,62500,0.988276,-12,-6,1,Mu1-const,XRAI_0.250000
34541,50,3,25,8,62500,62500,0.986879,-12,-6,1,Mu1-const,XRAI_0.250000
35395,50,3,25,9,62500,62500,0.982763,-12,-6,1,Mu1-const,XRAI_0.250000
36349,50,3,25,10,62500,62500,0.991837,-14,-7,1,Mu1-const,XRAI_0.250000
37403,50,3,25,11,62500,62500,0.991752,-14,-7,1,Mu1-const,XRAI_0.250000
38557,50,3,25,12,62500,62500,0.998334,-18,-9,1,Mu1-const,XRAI_0.250000
39811,50,3,25,13,62500,62500,0.988637,-12,-6,1,Mu1-const,XRAI_0.250000
41165,50,3,25,14,62500,62500,0.975767,-8,-4,1,Mu1-const,XRAI_0.250000
42619,50,3,25,15,62500,62500,0.998822,-17,-9,1,Mu1-const,XRAI_0.250000
44173,50,3,25,16,62500,62500,0.98631,-12,-6,1,Mu1-const,XRAI_0.250000
45827,50,3,25,17,62500,62500,0.966967,-8,-4,1,Mu1-const,XRAI_0.250000
47581,50,3,25,18,62500,62500,0.949458,-6,-3,1,Mu1-const,XRAI_0.250000
49435,50,3,25,19,46789,62500,1,-22,-11,1,Mu1-const,XRAI_0.250000
51389,50,3,25,20,62500,62500,0.975939,-6,-3,1,Mu1-const,XRAI_0.250000
53443,50,3,25,21,62500,62500,0.992096,-16,-8,1,Mu1-const,XRAI_0.250000
55597,50,3,25,22,37992,62500,1,-19,-10,1,Mu1-const,XRAI_0.250000
57851,50,3,25,23,62500,62500,0.986986,-12,-6,1,Mu1-const,XRAI_0.250000
60205,50,3,25,24,62500,62500,0.977988,-10,-5,1,Mu1-const,XRAI_0.250000
62659,50,3,25,25,51577,62500,1,-20,-10,1,Mu1-const,XRAI_0.250000
65213,50,3,25,26,62500,62500,0.998822,-22,-11,1,Mu1-const,XRAI_0.250000
67867,50,3,25,27,62500,62500,0.992274,-16,-8,1,Mu1-const,XRAI_0.250000
70621,50,3,25,28,62500,62500,0.995918,-16,-8,1,Mu1-const,XRAI_0.250000
73475,50,3,25,29,62500,62500,0.997365,-18,-9,1,Mu1-const,XRAI_0.250000
31325,50,5,25,0,62500,62500,0.977153,0,0,1,Mu1-const,XRAI_0.250000
31381,50,5,25,1,62500,62500,0.990722,0,0,1,Mu1-const,XRAI_0.250000
31537,50,5,25,2,62500,62500,0.986986,0,0,1,Mu1-const,XRAI_0.250000
31793,50,5,25,3,62500,62500,0.982405,0,0,1,Mu1-const,XRAI_0.250000
32149,50,5,25,4,62500,62500,0.982683,0,0,1,Mu1-const,XRAI_0.250000
32605,50,5,25,5,62500,62500,0.981296,0,0,1,Mu1-const,XRAI_0.250000
33161,50,5,25,6,62500,62500,0.977305,0,0,1,Mu1-const,XRAI_0.250000
33817,50,5,25,7,62500,62500,0.986514,0,0,1,Mu1-const,XRAI_0.250000
34573,50,5,25,8,62500,62500,0.985959,0,0,1,Mu1-const,XRAI_0.250000
35429,50,5,25,9,62500,62500,0.985812,0,0,1,Mu1-const,XRAI_0.250000
36385,50,5,25,10,62500,62500,0.973443,0,0,1,Mu1-const,XRAI_0.250000
37441,50,5,25,11,62500,62500,0.983887,0,0,1,Mu1-const,XRAI_0.250000
38597,50,5,25,12,62500,62500,0.965709,0,0,1,Mu1-const,XRAI_0.250000
39853,50,5,25,13,62500,62500,0.985666,0,0,1,Mu1-const,XRAI_0.250000
41209,50,5,25,14,62500,62500,0.982683,0,0,1,Mu1-const,XRAI_0.250000
42665,50,5,25,15,62500,62500,0.97591,0,0,1,Mu1-const,XRAI_0.250000
44221,50,5,25,16,62500,62500,0.973261,0,0,1,Mu1-const,XRAI_0.250000
45877,50,5,25,17,62500,62500,0.992642,0,0,1,Mu1-const,XRAI_0.250000
47633,50,5,25,18,62500,62500,0.989661,0,0,1,Mu1-const,XRAI_0.250000
49489,50,5,25,19,62500,62500,0.968826,-4,-2,1,Mu1-const,XRAI_0.250000
51445,50,5,25,20,62500,62500,0.981148,0,0,1,Mu1-const,XRAI_0.250000
53501,50,5,25,21,62500,62500,0.976971,0,0,1,Mu1-const,XRAI_0.250000
55657,50,5,25,22,62500,62500,0.98753,0,0,1,Mu1-const,XRAI_0.250000
57913,50,5,25,23,62500,62500,0.979188,0,0,1,Mu1-const,XRAI_0.250000
60269,50,5,25,24,62500,62500,0.983048,0,0,1,Mu1-const,XRAI_0.250000
62725,50,5,25,25,62500,62500,0.979288,0,0,1,Mu1-const,XRAI_0.250000
65281,50,5,25,26,62500,62500,0.979524,0,0,1,Mu1-const,XRAI_0.250000
67937,50,5,25,27,62500,62500,0.951347,0,0,1,Mu1-const,XRAI_0.250000
70693,50,5,25,28,62500,62500,0.968671,0,0,1,Mu1-const,XRAI_0.250000
73549,50,5,25,29,62500,62500,0.989396,-2,-1,1,Mu1-const,XRAI_0.250000
31400,50,10,25,0,43250,62500,1,0,0,1,Mu1-const,XRAI_0.250000
31461,50,10,25,1,37298,62500,1,0,0,1,Mu1-const,XRAI_0.250000
31622,50,10,25,2,45187,62500,1,0,0,1,Mu1-const,XRAI_0.250000
31883,50,10,25,3,30308,62500,1,0,0,1,Mu1-const,XRAI_0.250000
32244,50,10,25,4,49359,62500,1,0,0,1,Mu1-const,XRAI_0.250000
32705,50,10,25,5,52475,62500,1,0,0,1,Mu1-const,XRAI_0.250000
33266,50,10,25,6,62500,62500,0.998822,0,0,1,Mu1-const,XRAI_0.250000
33927,50,10,25,7,44832,62500,1,0,0,1,Mu1-const,XRAI_0.250000
34688,50,10,25,8,44887,62500,1,0,0,1,Mu1-const,XRAI_0.250000
35549,50,10,25,9,43313,62500,1,0,0,1,Mu1-const,XRAI_0.250000
36510,50,10,25,10,38595,62500,1,0,0,1,Mu1-const,XRAI_0.250000
37571,50,10,25,11,45867,62500,1,0,0,1,Mu1-const,XRAI_0.250000
38732,50,10,25,12,51616,62500,1,0,0,1,Mu1-const,XRAI_0.250000
39993,50,10,25,13,54023,62500,1,0,0,1,Mu1-const,XRAI_0.250000
41354,50,10,25,14,36985,62500,1,0,0,1,Mu1-const,XRAI_0.250000
42815,50,10,25,15,57092,62500,1,0,0,1,Mu1-const,XRAI_0.250000
44376,50,10,25,16,57585,62500,1,0,0,1,Mu1-const,XRAI_0.250000
46037,50,10,25,17,62500,62500,0.998334,0,0,1,Mu1-const,XRAI_0.250000
47798,50,10,25,18,59974,62500,1,0,0,1,Mu1-const,XRAI_0.250000
49659,50,10,25,19,47088,62500,1,0,0,1,Mu1-const,XRAI_0.250000
51620,50,10,25,20,43521,62500,1,0,0,1,Mu1-const,XRAI_0.250000
53681,50,10,25,21,35419,62500,1,0,0,1,Mu1-const,XRAI_0.250000
55842,50,10,25,22,35737,62500,1,0,0,1,Mu1-const,XRAI_0.250000
58103,50,10,25,23,46763,62500,1,0,0,1,Mu1-const,XRAI_0.250000
60464,50,10,25,24,33628,62500,1,0,0,1,Mu1-const,XRAI_0.250000
62925,50,10,25,25,27993,62500,1,0,0,1,Mu1-const,XRAI_0.250000
65486,50,10,25,26,62377,62500,1,0,0,1,Mu1-const,XRAI_0.250000
68147,50,10,25,27,34344,62500,1,0,0,1,Mu1-const,XRAI_0.250000
70908,50,10,25,28,43180,62500,1,0,0,1,Mu1-const,XRAI_0.250000
73769,50,10,25,29,61062,62500,1,0,0,1,Mu1-const,XRAI_0.250000
125051,50,1,50,0,125000,125000,0.993326,-40,-26,1,Mu1-const,XRAI_0.250000
125103,50,1,50,1,125000,125000,0.992979,-39,-27,1,Mu1-const,XRAI_0.250000
125255,50,1,50,2,125000,125000,0.99325,-41,-25,1,Mu1-const,XRAI_0.250000
125507,50,1,50,3,125000,125000,0.993125,-39,-24,1,Mu1-const,XRAI_0.250000
125859,50,1,50,4,125000,125000,0.993301,-40,-26,1,Mu1-const,XRAI_0.250000
126311,50,1,50,5,125000,125000,0.993326,-39,-27,1,Mu1-const,XRAI_0.250000
126863,50,1,50,6,125000,125000,0.9932,-41,-26,1,Mu1-const,XRAI_0.250000
127515,50,1,50,7,125000,125000,0.992979,-39,-25,1,Mu1-const,XRAI_0.250000
128267,50,1,50,8,125000,125000,0.99325,-39,-23,1,Mu1-const,XRAI_0.250000
129119,50,1,50,9,125000,125000,0.99325,-42,-29,1,Mu1-const,XRAI_0.250000
130071,50,1,50,10,125000,125000,0.993125,-41,-24,1,Mu1-const,XRAI_0.250000
131123,50,1,50,11,125000,125000,0.993101,-39,-22,1,Mu1-const,XRAI_0.250000
132275,50,1,50,12,125000,125000,0.99325,-41,-24,1,Mu1-const,XRAI_0.250000
133527,50,1,50,13,125000,125000,0.993377,-41,-28,1,Mu1-const,XRAI_0.250000
134879,50,1,50,14,125000,125000,0.993275,-39,-24,1,Mu1-const,XRAI_0.250000
136331,50,1,50,15,125000,125000,0.993507,-37,-24,1,Mu1-const,XRAI_0.250000
137883,50,1,50,16,125000,125000,0.993481,-40,-26,1,Mu1-const,XRAI_0.250000
139535,50,1,50,17,125000,125000,0.993175,-40,-26,1,Mu1-const,XRAI_0.250000
141287,50,1,50,18,125000,125000,0.993377,-39,-27,1,Mu1-const,XRAI_0.250000
143139,50,1,50,19,125000,125000,0.993225,-40,-26,1,Mu1-const,XRAI_0.250000
145091,50,1,50,20,125000,125000,0.993352,-40,-27,1,Mu1-const,XRAI_0.250000
147143,50,1,50,21,125000,125000,0.993352,-40,-25,1,Mu1-const,XRAI_0.250000
149295,50,1,50,22,125000,125000,0.993275,-39,-28,1,Mu1-const,XRAI_0.250000
151547,50,1,50,23,125000,125000,0.993275,-39,-23,1,Mu1-const,XRAI_0.250000
153899,50,1,50,24,125000,125000,0.993352,-40,-26,1,Mu1-const,XRAI_0.250000
156351,50,1,50,25,125000,125000,0.993027,-41,-28,1,Mu1-const,XRAI_0.250000
158903,50,1,50,26,125000,125000,0.993225,-40,-25,1,Mu1-const,XRAI_0.250000
161555,50,1,50,27,125000,125000,0.993125,-39,-23,1,Mu1-const,XRAI_0.250000
164307,50,1,50,28,125000,125000,0.993225,-42,-27,1,Mu1-const,XRAI_0.250000
167159,50,1,50,29,125000,125000,0.993003,-40,-27,1,Mu1-const,XRAI_0.250000
125059,50,3,50,0,125000,125000,0.980339,-12,-6,1,Mu1-const,XRAI_0.250000
125113,50,3,50,1,125000,125000,0.976036,-10,-5,1,Mu1-const,XRAI_0.250000
125267,50,3,50,2,125000,125000,0.980855,-10,-5,1,Mu1-const,XRAI_0.250000
125521,50,3,50,3,125000,125000,0.987951,-18,-9,1,Mu1-const,XRAI_0.250000
125875,50,3,50,4,125000,125000,0.98603,-16,-8,1,Mu1-const,XRAI_0.250000
126329,50,3,50,5,125000,125000,0.978807,-12,-6,1,Mu1-const,XRAI_0.250000
126883,50,3,50,6,125000,125000,0.985717,-16,-8,1,Mu1-const,XRAI_0.250000
127537,50,3,50,7,125000,125000,0.987741,-16,-8,1,Mu1-const,XRAI_0.250000
128291,50,3,50,8,125000,125000,0.986042,-15,-8,1,Mu1-const,XRAI_0.250000
129145,50,3,50,9,125000,125000,0.978928,-12,-6,1,Mu1-const,XRAI_0.250000
130099,50,3,50,10,125000,125000,0.991816,-21,-11,1,Mu1-const,XRAI_0.250000
131153,50,3,50,11,125000,125000,0.975615,-10,-5,1,Mu1-const,XRAI_0.250000
132307,50,3,50,12,125000,125000,0.987426,-16,-8,1,Mu1-const,XRAI_0.250000
133561,50,3,50,13,125000,125000,0.981124,-12,-6,1,Mu1-const,XRAI_0.250000
134915,50,3,50,14,125000,125000,0.98454,-14,-7,1,Mu1-const,XRAI_0.250000
136369,50,3,50,15,125000,125000,0.988266,-18,-9,1,Mu1-const,XRAI_0.250000
137923,50,3,50,16,125000,125000,0.985849,-14,-7,1,Mu1-const,XRAI_0.250000
139577,50,3,50,17,125000,125000,0.981653,-14,-7,1,Mu1-const,XRAI_0.250000
141331,50,3,50,18,125000,125000,0.988022,-18,-9,1,Mu1-const,XRAI_0.250000
