seed,n,m,mu,run,diversity,fitness,OPT,algorithm,mutation,alpha,rob_test_0,rob_test_1,init
1407,100,1,2,3,1.0,70,70,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
44643,100,1,2,21,1.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
29435,100,1,2,17,0.0,70,70,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
10521,100,1,2,10,0.0,69,69,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
2109,100,1,2,4,0.0,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
48945,100,1,2,22,0.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
10521,100,1,2,10,1.0,69,69,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
29435,100,1,2,17,1.0,70,70,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
48945,100,1,2,22,1.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
12623,100,1,2,11,0.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
53447,100,1,2,23,0.0,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
12623,100,1,2,11,1.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
53447,100,1,2,23,1.0,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
2109,100,1,2,4,1.0,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
3011,100,1,2,5,0.0,66,66,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
3011,100,1,2,5,1.0,66,66,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
24525,100,1,10,12,1.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
27027,100,1,10,13,0.0,66,66,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
42537,100,1,10,18,1.0,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
46239,100,1,10,19,0.0,71,71,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
67749,100,1,10,24,1.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
72651,100,1,10,25,0.0,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
13713,100,1,10,6,1.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
15015,100,1,10,7,0.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
27027,100,1,10,13,1.0,66,66,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
29729,100,1,10,14,0.0,70,70,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
10101,100,1,10,0,0.998494,66,66,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
10203,100,1,10,1,0.0,71,71,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
46239,100,1,10,19,1.0,71,71,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
50141,100,1,10,20,0.0,69,69,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
50141,100,1,10,20,1.0,69,69,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
54243,100,1,10,21,0.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
29729,100,1,10,14,1.0,70,70,Mu1-const,XRAI_0.200000,0.3,79.0,-1.0,False
32631,100,1,10,15,0.0,69,69,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
72651,100,1,10,25,0.997392,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
77753,100,1,10,26,0.0,66,66,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
15015,100,1,10,7,0.998494,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
16517,100,1,10,8,0.0,69,69,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
54243,100,1,10,21,1.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
58545,100,1,10,22,0.0,70,70,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
32631,100,1,10,15,1.0,69,69,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
35733,100,1,10,16,0.0,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
77753,100,1,10,26,1.0,66,66,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
83055,100,1,10,27,0.0,69,69,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
10203,100,1,10,1,0.998494,71,71,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
10505,100,1,10,2,0.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
16517,100,1,10,8,1.0,69,69,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
18219,100,1,10,9,0.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
58545,100,1,10,22,1.0,70,70,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
63047,100,1,10,23,0.0,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
83055,100,1,10,27,1.0,69,69,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
88557,100,1,10,28,0.0,71,71,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
35733,100,1,10,16,1.0,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
39035,100,1,10,17,0.0,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
10505,100,1,10,2,1.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
11007,100,1,10,3,0.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
18219,100,1,10,9,1.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
20121,100,1,10,10,0.0,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
11007,100,1,10,3,1.0,68,68,Mu1-const,XRAI_0.200000,0.3,77.0,-1.0,False
11709,100,1,10,4,0.0,71,71,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
63047,100,1,10,23,1.0,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
39035,100,1,10,17,1.0,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
88557,100,1,10,28,0.998494,71,71,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
94259,100,1,10,29,0.0,70,70,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
11709,100,1,10,4,1.0,71,71,Mu1-const,XRAI_0.200000,0.3,79.0,-1.0,False
12611,100,1,10,5,0.0,71,71,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
20121,100,1,10,10,0.998494,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
22223,100,1,10,11,0.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
12611,100,1,10,5,1.0,71,71,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
94259,100,1,10,29,1.0,70,70,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
22223,100,1,10,11,1.0,68,68,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
77025,100,1,25,12,0.996132,67,67,Mu1-const,XRAI_0.200000,0.3,76.0,-1.0,False
79527,100,1,25,13,1.11022e-16,66,66,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
66213,100,1,25,6,0.996859,71,71,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
67515,100,1,25,7,1.11022e-16,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
95037,100,1,25,18,0.996221,65,65,Mu1-const,XRAI_0.200000,0.3,75.0,-1.0,False
98739,100,1,25,19,1.11022e-16,71,71,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
120249,100,1,25,24,0.997143,66,66,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
125151,100,1,25,25,1.11022e-16,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
62601,100,1,25,0,0.99655,71,71,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
62703,100,1,25,1,1.11022e-16,69,69,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
67515,100,1,25,7,0.996806,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
69017,100,1,25,8,1.11022e-16,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
98739,100,1,25,19,0.996358,71,71,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
102641,100,1,25,20,1.11022e-16,70,70,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
125151,100,1,25,25,0.995754,67,67,Mu1-const,XRAI_0.200000,0.3,76.0,-1.0,False
130253,100,1,25,26,1.11022e-16,66,66,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
79527,100,1,25,13,0.997265,66,66,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
82229,100,1,25,14,1.11022e-16,67,67,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
62703,100,1,25,1,0.997026,69,69,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,False
63005,100,1,25,2,1.11022e-16,70,70,Mu1-const,XRAI_0.200000,0.3,-1.0,-1.0,True
13713,100,1,10,6,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
14925,100,1,2,12,0.0,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
32937,100,1,2,18,0.0,64,64,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
4113,100,1,2,6,0.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
42537,100,1,10,18,0.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
58149,100,1,2,24,0.0,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
95037,100,1,25,18,1.11022e-16,65,65,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
77025,100,1,25,12,1.11022e-16,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
66213,100,1,25,6,1.11022e-16,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
501,100,1,2,0,0.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
24525,100,1,10,12,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
307749,100,1,50,24,0.0,72,72,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
250101,100,1,50,0,0.0,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
67749,100,1,10,24,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
120249,100,1,25,24,1.11022e-16,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
62601,100,1,25,0,1.11022e-16,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
10101,100,1,10,0,0.0,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
264525,100,1,50,12,0.0,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
253713,100,1,50,6,0.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
282537,100,1,50,18,0.0,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
501,100,1,2,0,1.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
603,100,1,2,1,0.0,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
32937,100,1,2,18,1.0,64,64,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
58149,100,1,2,24,1.0,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
36639,100,1,2,19,0.0,72,72,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
63051,100,1,2,25,0.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
4113,100,1,2,6,1.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
5415,100,1,2,7,0.0,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
63051,100,1,2,25,1.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
68153,100,1,2,26,0.0,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
14925,100,1,2,12,1.0,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
603,100,1,2,1,1.0,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
17427,100,1,2,13,0.0,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
905,100,1,2,2,0.0,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
36639,100,1,2,19,1.0,72,72,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
40541,100,1,2,20,0.0,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
40541,100,1,2,20,1.0,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
44643,100,1,2,21,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
17427,100,1,2,13,1.0,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
20129,100,1,2,14,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
68153,100,1,2,26,1.0,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
73455,100,1,2,27,0.0,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
20129,100,1,2,14,1.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
905,100,1,2,2,1.0,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
23031,100,1,2,15,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
1407,100,1,2,3,0.0,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
5415,100,1,2,7,1.0,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
6917,100,1,2,8,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
44643,100,1,2,21,1.0,68,68,Mu1-const,XRAI_0.200000,0.1,71.0,-1.0,False
73455,100,1,2,27,1.0,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
78957,100,1,2,28,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
48945,100,1,2,22,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
1407,100,1,2,3,1.0,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
6917,100,1,2,8,1.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
2109,100,1,2,4,0.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
8619,100,1,2,9,0.0,64,64,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
48945,100,1,2,22,1.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
53447,100,1,2,23,0.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
2109,100,1,2,4,1.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
3011,100,1,2,5,0.0,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
78957,100,1,2,28,1.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
23031,100,1,2,15,1.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
26133,100,1,2,16,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
84659,100,1,2,29,0.0,72,72,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
53447,100,1,2,23,1.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
8619,100,1,2,9,1.0,64,64,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
10521,100,1,2,10,0.0,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
26133,100,1,2,16,1.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
29435,100,1,2,17,0.0,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
10521,100,1,2,10,1.0,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
12623,100,1,2,11,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
29435,100,1,2,17,1.0,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
84659,100,1,2,29,1.0,72,72,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
12623,100,1,2,11,1.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
3011,100,1,2,5,1.0,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
10101,100,1,10,0,0.966702,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
10203,100,1,10,1,0.0,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
13713,100,1,10,6,0.984497,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
15015,100,1,10,7,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
67749,100,1,10,24,0.978076,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
72651,100,1,10,25,0.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
42537,100,1,10,18,0.980776,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
46239,100,1,10,19,0.0,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
24525,100,1,10,12,0.982183,68,68,Mu1-const,XRAI_0.200000,0.1,71.0,-1.0,False
27027,100,1,10,13,0.0,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
10203,100,1,10,1,0.977114,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
10505,100,1,10,2,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
46239,100,1,10,19,0.973746,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
50141,100,1,10,20,0.0,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
72651,100,1,10,25,0.96767,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
77753,100,1,10,26,0.0,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
15015,100,1,10,7,0.972771,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
16517,100,1,10,8,0.0,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
27027,100,1,10,13,0.973022,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
29729,100,1,10,14,0.0,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
10505,100,1,10,2,0.972399,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
11007,100,1,10,3,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
50141,100,1,10,20,0.984718,69,69,Mu1-const,XRAI_0.200000,0.1,72.0,-1.0,False
54243,100,1,10,21,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
77753,100,1,10,26,0.981744,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
83055,100,1,10,27,0.0,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
16517,100,1,10,8,0.976721,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
18219,100,1,10,9,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
29729,100,1,10,14,0.983993,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
32631,100,1,10,15,0.0,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
11007,100,1,10,3,0.991482,68,68,Mu1-const,XRAI_0.200000,0.1,71.0,-1.0,False
11709,100,1,10,4,0.0,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
54243,100,1,10,21,0.98696,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
58545,100,1,10,22,0.0,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
18219,100,1,10,9,0.974984,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
20121,100,1,10,10,0.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
83055,100,1,10,27,0.983643,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
88557,100,1,10,28,0.0,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
32631,100,1,10,15,0.983713,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
35733,100,1,10,16,0.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
11709,100,1,10,4,0.95574,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
12611,100,1,10,5,0.0,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
58545,100,1,10,22,0.984424,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
63047,100,1,10,23,0.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
20121,100,1,10,10,0.9833,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
22223,100,1,10,11,0.0,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
35733,100,1,10,16,0.986787,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
39035,100,1,10,17,0.0,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
88557,100,1,10,28,0.968994,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
94259,100,1,10,29,0.0,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
12611,100,1,10,5,0.978024,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
63047,100,1,10,23,0.967425,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
22223,100,1,10,11,0.986448,68,68,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
39035,100,1,10,17,0.980195,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
94259,100,1,10,29,0.98457,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
77025,100,1,25,12,0.968665,67,67,Mu1-const,XRAI_0.200000,0.1,70.0,-1.0,False
79527,100,1,25,13,1.11022e-16,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
95037,100,1,25,18,0.952414,65,65,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
98739,100,1,25,19,1.11022e-16,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
120249,100,1,25,24,0.977159,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
125151,100,1,25,25,1.11022e-16,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
66213,100,1,25,6,0.972959,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
67515,100,1,25,7,1.11022e-16,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
62601,100,1,25,0,0.958332,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
62703,100,1,25,1,1.11022e-16,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
79527,100,1,25,13,0.968867,66,66,Mu1-const,XRAI_0.200000,0.1,69.0,-1.0,False
82229,100,1,25,14,1.11022e-16,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
125151,100,1,25,25,0.973155,67,67,Mu1-const,XRAI_0.200000,0.1,70.0,-1.0,False
130253,100,1,25,26,1.11022e-16,66,66,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
98739,100,1,25,19,0.958336,71,71,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
102641,100,1,25,20,1.11022e-16,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
62703,100,1,25,1,0.978016,69,69,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
63005,100,1,25,2,1.11022e-16,70,70,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
67515,100,1,25,7,0.975723,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,False
69017,100,1,25,8,1.11022e-16,67,67,Mu1-const,XRAI_0.200000,0.1,-1.0,-1.0,True
135555,100,1,25,27,1.11022e-16,73,73,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
64209,100,1,25,4,1.11022e-16,68,68,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
141057,100,1,25,28,1.11022e-16,65,65,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
88233,100,1,25,16,1.11022e-16,68,68,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
269729,100,1,50,14,0.0,66,66,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
262223,100,1,50,11,0.0,70,70,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
256517,100,1,50,8,0.0,71,71,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
317753,100,1,50,26,0.0,68,68,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
146759,100,1,25,29,1.11022e-16,67,67,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
298545,100,1,50,22,0.0,68,68,Mu1-const,XRAI_2.000000,0.1,68.0,-1.0,True
111045,100,1,25,22,1.11022e-16,69,69,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
260121,100,1,50,10,0.0,68,68,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
255015,100,1,50,7,0.0,65,65,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
250203,100,1,50,1,0.0,69,69,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
334259,100,1,50,29,0.0,64,64,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
294243,100,1,50,21,0.0,68,68,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
290141,100,1,50,20,0.0,69,69,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
250505,100,1,50,2,0.0,68,68,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
267027,100,1,50,13,0.0,69,69,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
323055,100,1,50,27,0.0,69,69,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
252611,100,1,50,5,0.0,65,65,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
72621,100,1,25,10,1.11022e-16,69,69,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
312651,100,1,50,25,0.0,68,68,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
272631,100,1,50,15,0.0,69,69,Mu1-const,XRAI_2.000000,0.1,-1.0,-1.0,True
